what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366394755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366406665
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366406672
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366406882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366424550
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366443451
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.TerminateAndRelaunch",1716366444779
error,log,,,"Internal Error",1716366444825
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366446752
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366447782
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1716366453891
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366453977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366460237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366462046
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366462051
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366462257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366559371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366593911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366605106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366608926
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366609166
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1716366614657
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366618825
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.TerminateAndRelaunch",1716366620472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366621518
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366623155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366623345
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366623350
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366630059
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366646206
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366646424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366657716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366669975
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366670211
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366673716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366692918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1716366695654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1716366697848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1716366698100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366704006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366722670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366728484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366747197
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366747209
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.TerminateAndRelaunch",1716366748811
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366751408
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366751590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366756192
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366757643
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366757711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366768006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366771136
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366771141
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366771357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366782051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366802551
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366802772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366815861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366819947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366824632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366836198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366842357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366846564
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366849818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366857119
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366857137
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.TerminateAndRelaunch",1716366858386
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366861156
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366861390
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366867507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366870098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366872763
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366872769
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366872971
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366882801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366890751
