what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366621520
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366621536
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.TerminateAndRelaunch",1716366622946
closed,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1716366623168
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366626011
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366626204
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366632484
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366643611
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366643841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366646198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366657719
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366657734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1716366668561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366669974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366704008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1716366705640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1716366707741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1716366708249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366722668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366728486
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366728498
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.TerminateAndRelaunch",1716366729886
error,log,,,"Internal Error",1716366729925
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366732432
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366732610
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1716366738591
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366738697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366747195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366768007
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366768011
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366768221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366771134
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366782053
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366782290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1716366797326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366802549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366815863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366819945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366824634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366836196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366842360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366846562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366849821
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366854420
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.TerminateAndRelaunch",1716366855987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366857116
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366858627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366858801
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366858806
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366865047
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366870107
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366870315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366872761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366882803
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366883029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366890750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366906342
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366908190
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1716366908190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1716366908219
executed,command,,,"com.altera.sbtgui.ui.cPerspective",1716366908219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366909438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366917459
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1716366917466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366919546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366920507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366922033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366926591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366929149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366930355
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.debug",1716366930669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366930673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366931873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366931885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366933066
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366933132
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.debugPerspective",1716366933133
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366933201
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366934439
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366934653
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366938559
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716366939495
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366941184
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366941202
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366941280
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366941320
opened,editor,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1716366941336
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1716366941358
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366941432
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366942902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366945905
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716366948677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366948686
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716366948696
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1716366949941
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1716366950155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366952060
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716366960284
